mapping_id	item_kind	donor_refs	donor_label	donor_binding_sha256	engineering_contract_refs	donor_test_contract_refs	donor_test_files	mandatory_capability_refs	decision	target_v3_family	rationale	normative_effect	closes_source_rows
MAP-FUNC-0159	FUNCTION	FUNC-0159	restore_ufw_module	2ef74364689245ea20e1c2cb92ac217032ad9170d1d770b793764f364f7d2c26		TST-018			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0160	FUNCTION	FUNC-0160	append_audit_watch_if_present	103715faa0a55b6db0c18fbe4b351c06f00385d2cafc2ee8de0a85cd0b0d2e2e					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0161	FUNCTION	FUNC-0161	render_audit_watch_if_present	be66dd26a2a3638a5a4873159811a7e08b42966cb2bbf3489aa7e00802c2aaee					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0162	FUNCTION	FUNC-0162	render_auditd_baseline_rules	0244ba8f7b8f6ca0609f9b3aa6de2df394547364330d3d36007f02ad8c01b85a					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0163	FUNCTION	FUNC-0163	render_auditd_strict_rules	d621a4b27fac2a4bd1ae6fcfb6209dc000b71ab0aa4b3f69c640ca5bdae9ee8f					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0164	FUNCTION	FUNC-0164	rollback_auditd_rules_file	b568f232754be13fd84e05d29c004a821ae4bc3cc1c8dc66e8c8833ad0825358					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0165	FUNCTION	FUNC-0165	rollback_auditd_rules_set	629e71b6dc844c2d7679a2b9760b32c0d8a9a2a090cd8a793dffb1fd87f3a452					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0166	FUNCTION	FUNC-0166	reload_previous_auditd_rules_after_rollback	8a7a9c370b407c699a6057517edc014113413a56d0fb713ae9519550f7f70cec					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0167	FUNCTION	FUNC-0167	read_auditd_service_active_state	8803bfaf765a81dd7e90609f05771ac5192c98ae0c57368405407c2833fc9539					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0168	FUNCTION	FUNC-0168	record_auditd_service_pre_state	d4dfec4ca3d05d6f7274f6862c842376e678d0e7bf945d429da5577c4cc78a7a					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0169	FUNCTION	FUNC-0169	restore_auditd_service_pre_state	381405286b6ffd99d811c3953a094c54b9cd47cde533f7a5284b41668aaa294d					DEFER	future-additional-measures/auditd	Preserve as donor evidence only. It may be reconsidered solely as transaction-local APPLY compensation; it cannot introduce a RESTORE mode. Completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0170	FUNCTION	FUNC-0170	restore_auditd_service_state	ac638c58a3989dc2db3cacdb5a8d8db5a8be304e8b0b32abd3a7cfe2a4e0e6f7					DEFER	future-additional-measures/auditd	Preserve as donor evidence only. It may be reconsidered solely as transaction-local APPLY compensation; it cannot introduce a RESTORE mode. Completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0171	FUNCTION	FUNC-0171	rollback_auditd_apply_changes	dad49702b9e1e1a26fbf9031a55bf15ab467b7897e7ad96dcad169dd8649071c					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0172	FUNCTION	FUNC-0172	check_auditd_module	b92a0e0cdca1233f5d769447ac32df7bc352f5e01e73d3844450d7ed8c36ae53					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0173	FUNCTION	FUNC-0173	apply_auditd_module	ef49c34f0f24e11453c09b6f927446977c42f039157411238fb0d6c7cd1aaa25					DEFER	future-additional-measures/auditd	Auditd implementation относится к дополнительной мере и будущему source decision.	NONE	0
MAP-FUNC-0174	FUNCTION	FUNC-0174	restore_auditd_module	656d456c695b570442a41fccd93ec4911a992ac63dbb2e5e3dedc5327925993e					REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0175	FUNCTION	FUNC-0175	corporate_password_policy_enabled	f2a438b65b72830920f0b57769fd9f2c43b8048e4c412066d559770b28cc0716		TST-023,TST-029		CAP-14	DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0176	FUNCTION	FUNC-0176	check_password_backend_safety_module	ed59f4031a46c3af4aefdea01ada4480fdce2d6dfa974e9ccd9fe89dac90a5a4		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0177	FUNCTION	FUNC-0177	check_password_policy_module	e723fc2a1a95d80342a28847561a62274baf652a5fe8054f615ae3741498f840		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0178	FUNCTION	FUNC-0178	list_password_policy_target_accounts	a68bcfd77d34cf4b515c71d920b3a9a23c49ff92dcd3da0e857e914f98ceeaf6		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0179	FUNCTION	FUNC-0179	normalize_common_password_stack	973dfeead0643edb03d944ec1524ef8c8a5a1f358082f8cbce3fca75b22382ab		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0180	FUNCTION	FUNC-0180	record_manifest_password_aging_snapshot	ef73d635dfd72f9dd8348425fb56e8740a53fd9e53907c080f031771e634a2c7		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0181	FUNCTION	FUNC-0181	restore_password_aging_snapshots	bea4ddd33833be0b218effa9eab14f8cb149275cf7bfd6a5c894a35e11fbd82b		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Preserve as donor evidence only. It may be reconsidered solely as transaction-local APPLY compensation; it cannot introduce a RESTORE mode. Completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0182	FUNCTION	FUNC-0182	record_password_aging_transaction_snapshot	eb39867f0926149545f62221e56072ae1276d55e31d41b57d81a2129fcf8f265		TST-023,TST-029		CAP-15	DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0183	FUNCTION	FUNC-0183	rollback_password_aging_transaction	589d4f9100467e538e2d97b199ae0d4c4aa8750c80d430a4fd31ec5bcb421c77		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0184	FUNCTION	FUNC-0184	cleanup_password_aging_transaction_snapshot	6b10800aa53bd2a7637bc25209e6476bfc1b2fa6bbccca72a1af14f8da2a99bd		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0185	FUNCTION	FUNC-0185	apply_password_policy_existing_accounts	8ed0f8bf642048478862330dcbb5a74259a125cb8a332a045cf9eff0e730db7c		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0186	FUNCTION	FUNC-0186	snapshot_password_policy_transaction_file	3c09a40acd9d1a3486da6f92bb3401b9e345574fb417653cf93c5a8e3cdd3c61		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0187	FUNCTION	FUNC-0187	restore_password_policy_transaction_file	59490e47b2a811a43a6760f413e7a9b423f57c16f6c373225ae0aced977c2a20		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Preserve as donor evidence only. It may be reconsidered solely as transaction-local APPLY compensation; it cannot introduce a RESTORE mode. Completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0188	FUNCTION	FUNC-0188	rollback_password_policy_apply_files	c676d9f85e6387cb6d133f1ea468d9f978f4419bb2ebf705a9d7dc6f7b576cea		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0189	FUNCTION	FUNC-0189	cleanup_password_policy_transaction_backups	01d5f3467d1c71746e7a8e20c5073a5ec211478ccee17b45d81b33fb53b39a03		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0190	FUNCTION	FUNC-0190	abort_password_policy_apply_transaction	618dae2410438ff548873a6792849b332c04be166bd6220d9d731cd95ff5936e		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0191	FUNCTION	FUNC-0191	apply_password_policy_module	09248237bf8d79486ebf18ef276588a4d3bbffab53de12c9207dfb03e20f3276		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0192	FUNCTION	FUNC-0192	restore_password_policy_module	d6e6366fa84c7f15172c1096d291fd55ccea2aca348402d454fe7ffd2fefe1a7		TST-023,TST-029			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0193	FUNCTION	FUNC-0193	pam_faillock_stack_present	132304b19ef38fd89860dc32c74884664556a73ad558fbd5d6533c3849b67c11		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0194	FUNCTION	FUNC-0194	pam_faillock_any_active_line	3c4f318fbc3f30cd2d2ff097e97825a40e126a2adda7367dd141de244a93dfc7		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0195	FUNCTION	FUNC-0195	normalize_faillock_pam_stack	1f1102727e8ac3857f861857c578002c49bacb70ab62b0f127193293d8bc8c34		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0196	FUNCTION	FUNC-0196	check_faillock_module	f364663871e25116ab96b29728c26f0c6502cf5676707504b458b0722a848be7		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0197	FUNCTION	FUNC-0197	faillock_pam_module_present	d02dd6416c53b56ac0da1e96cc36f9ada649aa89f13eb9d58250239fa12fadc2		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0198	FUNCTION	FUNC-0198	cleanup_faillock_transaction_backups	f904e1a368604a884424078223cb681047f02c909076601f95d4a4a2c53c9efd		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0199	FUNCTION	FUNC-0199	rollback_faillock_apply_files	25e61c564fe93314d0c0f698572cff2c3390a80d285407c28a92be5097e7a0c6		TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0200	FUNCTION	FUNC-0200	apply_faillock_module	e78d9ea118bcfc76fa1ca7b4f7b07be1b576754609d6ee9b9582589be9054352	ENG-020	TST-023,TST-029			DEFER	future-corporate/password-policy-faillock	Corporate password/faillock semantics не входят в current FSTEC core; сохранить donor mechanics для будущей corporate/APPLY фазы.	NONE	0
MAP-FUNC-0201	FUNCTION	FUNC-0201	restore_faillock_module	f124931c723fcc514925b2f458b766d17b1afa837cc730dc9a6a98a0f667dc63		TST-023,TST-029			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0202	FUNCTION	FUNC-0202	update_manifest_group_state	097a71fbcfd31ecd302f84e4c470af0b0b2e2773a4e58eb25ed9f5f0aef8b79f		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-and-sudo-policy-apply	Сохранить group/membership transaction и failed-uncommitted APPLY compensation mechanics; accepted v3 controls задают exact wheel/sudo semantics.	NONE	0
MAP-FUNC-0203	FUNCTION	FUNC-0203	record_manifest_pending_created_group	8c6a2a849f21bb5de15471d7537484c7a1441ecee8fbc5053fed12c66d918293		TST-007,TST-029		CAP-15	ADAPT	fstec-linux-2022/pam-wheel-and-sudo-policy-apply	Сохранить group/membership transaction и failed-uncommitted APPLY compensation mechanics; accepted v3 controls задают exact wheel/sudo semantics.	NONE	0
MAP-FUNC-0204	FUNCTION	FUNC-0204	record_manifest_created_group	70cd0bdf0c5faddfebf4bd1bffa2634f8b52623c6c286e9299402b30647230dc		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-and-sudo-policy-apply	Сохранить group/membership transaction и failed-uncommitted APPLY compensation mechanics; accepted v3 controls задают exact wheel/sudo semantics.	NONE	0
MAP-FUNC-0205	FUNCTION	FUNC-0205	record_manifest_pending_group_membership	0d9ea50f5f7b7f884fb20244014f193713fae26de351b1cd1df9409f94b18647		TST-007,TST-029		CAP-15	ADAPT	fstec-linux-2022/pam-wheel-and-sudo-policy-apply	Сохранить group/membership transaction и failed-uncommitted APPLY compensation mechanics; accepted v3 controls задают exact wheel/sudo semantics.	NONE	0
MAP-FUNC-0206	FUNCTION	FUNC-0206	record_manifest_added_group_membership	f23761630631f76e605329d490286f6a166802a1e8f9d36c9492c76ae12ce685		TST-007,TST-029			ADAPT	fstec-linux-2022/pam-wheel-and-sudo-policy-apply	Сохранить group/membership transaction и failed-uncommitted APPLY compensation mechanics; accepted v3 controls задают exact wheel/sudo semantics.	NONE	0
MAP-FUNC-0207	FUNCTION	FUNC-0207	restore_added_group_members	8012abf94f7803b75d996a4a18bf99737766a2a5b8ecd1abd90b9ebfd3bfe84c		TST-007,TST-029			ADAPT	fstec-linux-2022/group-membership-apply-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0208	FUNCTION	FUNC-0208	restore_pam_wheel_module	90c040b93b4781427519aebd28229326d7382091518a1c715d55c6ec39865ebc		TST-007,TST-029			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0209	FUNCTION	FUNC-0209	restore_sudo_policy_module	912d7a5cd3b1d272c5f11d8ff9e0c6e92489b7eebc8a39d0e03afff4ebbee67b		TST-007,TST-029			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0210	FUNCTION	FUNC-0210	write_metadata_snapshot	163e1e943a30c32aae59c1b862d10b0228c1612731bbd5473e54a5f245eece51		TST-028			ADAPT	fstec-linux-2022/file-metadata-apply-compensation	Сохранить typed metadata pre-state snapshot для transaction-local compensation permission controls.	NONE	0
MAP-FUNC-0211	FUNCTION	FUNC-0211	restore_read_stat_field	44cbe66998e777f1f95f1ddacdc98f3b2efa0b0d77013e40c17129cac825f27d		TST-028			ADAPT	fstec-linux-2022/file-metadata-apply-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0212	FUNCTION	FUNC-0212	restore_metadata_from_stat_snapshot	f86bc371c8933da61669df4de6b61766542c3e00d2f8e9e1087c0313308e8b05		TST-028			ADAPT	fstec-linux-2022/file-metadata-apply-compensation	Reuse only as transaction-local compensation/readback inside a failed uncommitted APPLY when exact pre-state proves reversibility; no user RESTORE; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0213	FUNCTION	FUNC-0213	restore_fs_critical_files_module	6295c1601cfe811853b3560801757037c68c1859b42ccd337c02cec60f9ac813		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0214	FUNCTION	FUNC-0214	restore_cron_targets_module	6cccbbf454dee74a514a435e17da4f00b489dd12d8f4d92333bc9d906f3cd036		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0215	FUNCTION	FUNC-0215	restore_systemd_unit_targets_module	81211af7669f848eb339e5bd2bc4b6cbf8f923fc482545d113efafce103958a1		TST-028			REJECT	donor-historical/operational-recovery-excluded	Standalone donor recovery implementation is historical evidence only; user-invokable RESTORE is excluded from v3 and completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-FUNC-0216	FUNCTION	FUNC-0216	record_runtime_check_results	4a5300ddde38b10356a6059d46ec21d1dd4a9ad1d47a7a19cb3108358dafcc76					REJECT	current-check-superseded	Legacy donor CHECK result recording не используется как current v3 authority.	NONE	0
MAP-FUNC-0217	FUNCTION	FUNC-0217	fs_expected_mode	e0e8af6296386a9c5985740c9a6d7ca85afdb4b1118eb076f49cabfd111f8283		TST-028			ADAPT	fstec-linux-2022/file-mode-apply	Mode mutation helper адаптируется к accepted control predicates и exact pre-state for transaction-local compensation.	NONE	0
MAP-FUNC-0218	FUNCTION	FUNC-0218	fs_mode_compliant	ce30ad18e6ae5b1a2f84fd5896a253bed900e602ed77dececf3d3ee690467d17		TST-028			ADAPT	fstec-linux-2022/file-mode-apply	Mode mutation helper адаптируется к accepted control predicates и exact pre-state for transaction-local compensation.	NONE	0
MAP-FUNC-0219	FUNCTION	FUNC-0219	fs_apply_expected_mode	0241906b55cea05d60972f5f32a3a4a8973efa3b7dbdca04f9b56473415757e8		TST-028			ADAPT	fstec-linux-2022/file-mode-apply	Mode mutation helper адаптируется к accepted control predicates и exact pre-state for transaction-local compensation.	NONE	0
MAP-FUNC-0220	FUNCTION	FUNC-0220	fs_actual_mode	a13fb4628141570849c083fe42d286b757c397ecc0f9be865f9ae87a5e23c4ae					REJECT	current-check-superseded	Donor CHECK implementations superseded accepted v3 read-only CHECK.	NONE	0
MAP-FUNC-0221	FUNCTION	FUNC-0221	fs_actual_owner_group	0065acee8696a5502b5f4bcdc793e6a3d34edc2a3ff75b95ea148895802dc79f					REJECT	current-check-superseded	Donor CHECK implementations superseded accepted v3 read-only CHECK.	NONE	0
MAP-FUNC-0222	FUNCTION	FUNC-0222	check_fs_critical_file_one	a559f5a9cd7d8f86741a7499cbf443632ffd78711321770935ed0f911f906b36					REJECT	current-check-superseded	Donor CHECK implementations superseded accepted v3 read-only CHECK.	NONE	0
MAP-FUNC-0223	FUNCTION	FUNC-0223	check_fs_critical_files_module	46ea02d8c4257dcacfb404f0ca81fe398765616c15d4b501f3456530b9e05654					REJECT	current-check-superseded	Donor CHECK implementations superseded accepted v3 read-only CHECK.	NONE	0
MAP-FUNC-0224	FUNCTION	FUNC-0224	check_empty_passwords_module	e3b952fbad13daf3aed9b2eaef7ba2a2d3a91f347bd4a3ff10861bc1c97cc86d					REJECT	current-check-superseded	Donor CHECK implementations superseded accepted v3 read-only CHECK.	NONE	0
MAP-FUNC-0225	FUNCTION	FUNC-0225	record_empty_passwords_check_results	7e56b01b6c50d5346dd29b4928a9434b6302a2dfe3fc4ee0efa264af06ff9768					REJECT	current-check-superseded	Donor CHECK implementations superseded accepted v3 read-only CHECK.	NONE	0
MAP-FUNC-0226	FUNCTION	FUNC-0226	apply_empty_passwords_module	3a6c1488f99b830586efd36ec33dfe7ed81f5aed32c623d33b316edfb5032d4d		TST-016,TST-017,TST-028			ADAPT	fstec-linux-2022/account-and-critical-files-apply	Использовать transaction mechanics; current v3 CHECK определяет population/predicate, non-compensable или partially reversible outcomes классифицируются как external recovery.	NONE	0
MAP-FUNC-0227	FUNCTION	FUNC-0227	apply_fs_critical_file_one	4a8d885eb2ba8fbdb1248cb9bc98ee6d144a0c223fe67ffabcab02d1964b3936		TST-016,TST-017,TST-028			ADAPT	fstec-linux-2022/account-and-critical-files-apply	Использовать transaction mechanics; current v3 CHECK определяет population/predicate, non-compensable или partially reversible outcomes классифицируются как external recovery.	NONE	0
MAP-FUNC-0228	FUNCTION	FUNC-0228	apply_fs_critical_files_module	342d56c5094e188c5f89a227c440aa92bf6d14ba7dec7ae5457e75b85dcac7d1		TST-016,TST-017,TST-028			ADAPT	fstec-linux-2022/account-and-critical-files-apply	Использовать transaction mechanics; current v3 CHECK определяет population/predicate, non-compensable или partially reversible outcomes классифицируются как external recovery.	NONE	0
MAP-FUNC-0229	FUNCTION	FUNC-0229	cron_target_mode	262aa1e24c7d39649b824bb943aeffd8c502480ead81ab6c77791ec046c18442		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0230	FUNCTION	FUNC-0230	cron_target_owner	cf65f66982cef6c5a77a62dfd4b69f05596acbe92c3da3c64093310acdc092a8		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0231	FUNCTION	FUNC-0231	cron_target_group	036294ce2f8e42db80faf4160b6f89c0def4c5913cfa153866f68904cc88570b		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0232	FUNCTION	FUNC-0232	cron_target_path	c9f06c1da6967d18f7c6e47f55c0fe264b615fe389b2858b46919f6bf6411d96		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0233	FUNCTION	FUNC-0233	cron_target_type	539e82c27440c97a5cb93dc7b51a45756de07dbc64dcbe7b578ea6b8279fc273		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0234	FUNCTION	FUNC-0234	cron_daemon_installed	ad7e7f74b9b70539864898f63071469c82a323c43a45a25c3ce74f525d8bf520		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0235	FUNCTION	FUNC-0235	check_cron_target_one	3f3d17170049a7681e2ae6bdeecb9e02060893ea952cf13ac70d9e3561ecabab					REJECT	current-check-superseded	Donor CHECK superseded current v3 CHECK; не переносить donor population как authority.	NONE	0
MAP-FUNC-0236	FUNCTION	FUNC-0236	check_cron_targets_module	0a48e0d2b29201beffbd2c19a52f76aff92e7f927d758a8f2c0340c45115c210					REJECT	current-check-superseded	Donor CHECK superseded current v3 CHECK; не переносить donor population как authority.	NONE	0
MAP-FUNC-0237	FUNCTION	FUNC-0237	apply_cron_target_one	bb81cb33af85641a0e5e75a21c36594dba2e0dd765a012988e1012c5ab7c3c1f		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0238	FUNCTION	FUNC-0238	apply_cron_targets_module	65fb02f4417a44d5267d1f1ca5fcd2651c094673340201d5aa058b0536598849		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0239	FUNCTION	FUNC-0239	systemd_unit_candidates	fb6206c0b75b7e755724a7cf2d9ed29f8ee12214ab4744304008a0448c526096		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0240	FUNCTION	FUNC-0240	check_systemd_unit_one	39e9c895abe9d7196b0c203f6c4bbe4ae50db6a609adae382026d6b72648fa4b					REJECT	current-check-superseded	Donor CHECK superseded current v3 CHECK; не переносить donor population как authority.	NONE	0
MAP-FUNC-0241	FUNCTION	FUNC-0241	check_systemd_unit_targets_module	b5c6b28c0e3c98892b476ffc2af00f094e867e8d0f61f27e104f397af705cd8e					REJECT	current-check-superseded	Donor CHECK superseded current v3 CHECK; не переносить donor population как authority.	NONE	0
MAP-FUNC-0242	FUNCTION	FUNC-0242	apply_systemd_unit_one	87117cf7bdf9e4dd77c65329ecf43b19eb1f2c8b58d1d504f8a6dcca79ec90e0		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
MAP-FUNC-0243	FUNCTION	FUNC-0243	apply_systemd_unit_targets_module	069464842481ac01aedeb3166a206be323c3ce20bd48353fea58a76da8ef0274		TST-028			ADAPT	fstec-linux-2022/cron-startup-apply	Target descriptors/APPLY mechanics и failed-uncommitted transaction compensation адаптируются к accepted current controls.	NONE	0
