function_id	name	start_line	end_line	segment_sha256	adoption_class	adoption_note
FUNC-0265	validate_execution_context	16486	16506	3bfd6f6db3a8407f4ca7131b506994d9891843638a03e2795911a1bbca2b7364	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0266	additional_measures_enabled	16507	16510	aa22753092b6b6ea6890fe797cbd84978f35a0585f20185a69ce50afa0b1aa5f	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0267	load_config	16511	16612	a90032c550352a9bb093d8adfa57f09ea197cff45ada196007dda002f5ed8643	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0268	restore_manifest_has_path	16613	16700	75eea93760070eae45f5e7f45cd1b07dc8f4201ba858e2394840c02d448f50f8	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0269	restore_manifest_has_report_text	16701	16713	2eed844a416271319193e85b85787e421e87ca4f69c178ddbb19828d3b55329c	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0270	finalize_paths	16714	16720	5bb412be59af919807ed9dfde6050315f77dab9bdf654d056428e5547c96c59f	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0271	detect_os	16721	16736	f1a280117f693b0d1ea23fc1cf97d10540ce6acad6eecfb7dcca841072718792	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0272	detect_environment	16737	16751	b7acb0b8e85fafa1a7e958274ad71e861173556c84a1be13bfb3fa7ea6d3f3ac	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0273	run_preflight	16752	16766	a0347444d55c491757f8ffc3ae2bdca696fa04019d0303c5661d28d696786c3b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0274	secure_state_dir	16767	16820	a259766b47885ca3bc0033d98a2045598ff249906e93b4deb9cf5e7879bdae85	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0275	ensure_state_dir	16821	16879	59ccf7faeb9ed434f756920cf0ccbb5fcd3a80cc83215f940423c2dcddc38f0c	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0276	manifest_init	16880	16937	4c26a48cccaf758e82972cfe07f7265758aa038b8adc822767e26454389cb13e	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
FUNC-0277	write_check_report_txt	16938	16970	7135505e0dfe73d0f665575639eecdc0e1969a6a5f95ed88f8b275abf8e02b30	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0278	write_report	16971	17104	bb2d5fd50cfc92754bc81e2057086a6762dd9c49c1abe91195d6d4c5ad9e3d13	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0279	print_report_stdout	17105	17172	d6564794d1c89a9a526ea10d5ccd67ac8931c2e859613610e5f4a96ca7240663	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0280	run_check_mode	17173	17436	2a1d1c083a2f75bc6473af14807825f0e12b9cef0e1f7d8c098da61449104c5f	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0281	apply_rsyslog_module	17437	17491	b327e6fbed490dc1e987bf3fac0c7f4a8ce97a9c4beeb8c9dab55ffef1b3635e	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0282	restore_rsyslog_module	17492	17513	6934ba072dc9c6c58417c189a5b0aa810e4d02ef9cc987c3927edbdccd523dc2	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0283	check_rsyslog_module	17514	17525	5a540d8e8093a8f23f6703801128a1cc49a4f534cd33e66c517dcfb27ba054df	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0284	apply_chrony_module	17526	17580	c8d3a393e045a01970f2fb34eec55c8eae4f2d013e86fa38ea5d9df2dafd505f	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0285	restore_chrony_module	17581	17602	9a915c4b8e25baf1e9a86970e333c313c642df51eddca165a50a901a47611efd	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0286	check_chrony_module	17603	17614	94ef99aa4fde70e024c09a2f2391b72605d596e9f84773ff67095b2441276317	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0287	apply_unattended_upgrades_module	17615	17671	1e87fedbdf7b3523c5046fe2c73bcf3b914b114cd4c30c466c8d4f6cb873000b	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0288	apply_apport_module	17672	17716	dca6008038d90d557b400d3b31a2b2aaf11f96ba196438bdb39fec50a083e020	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0289	restore_apport_module	17717	17758	91f19d422fb049543ce62294fa9104378d820c391f904342d0321da090973b7d	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0290	check_coredump_module	17759	17771	a96c92bf866d936381919826f4c15baeb88bd773229bbd8ea21c6aebcb7b8900	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0291	record_coredump_runtime_pre_state	17772	17891	63db50dac4a810470ec15b9de51f0d62969d74d5d86fc4f79a8573c34ae8f414	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0292	apply_coredump_module	17892	18209	51570774b04a77b20ef17f7576634937039e56820ca406c6d62adf330775be76	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0293	restore_coredump_module	18210	18345	ffb55a9212c209d4b87657a838c4943f915c902daa4be7e642df9fcbddfbc9fd	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0294	check_apport_module	18346	18352	4c6575a5cef036400f348f3632c0f74e0640ae5032cddc4b937af3cff9079cbe	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0295	restore_unattended_upgrades_module	18353	18374	d44bd2a4cf0d270f3b9f7b7b90974c51e92810abaa219cee08dc7558843a3f31	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0296	restore_empty_passwords_module	18375	18443	36052145b68c210faf87c7f12a0b4d93da7965a0f2676b706c37a2168896d3a1	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0297	restore_runtime_paths_module	18444	18472	63995f21cda2141b15f565d278da0c44214ad140feea402b20641826d8992885	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0298	restore_home_permissions_module	18473	18501	baefcd212fa5d3da45f631a2c292e7f68f4b75420924f2cdf13cc084ed6e75f3	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0299	restore_suid_sgid_module	18502	18530	9b9a5e06969d196592019d7310eb7cd613542e4b434166c808c002b1fb1a4cbe	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0300	restore_cron_command_paths_module	18531	18559	bfee15940c1cd7fe69d4ec418280d489f37d0b6929d5ba9410376840032a7ab0	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0301	restore_standard_system_paths_module	18560	18588	ece26285ba783e661ec34a16b05a7f3b4cab8c4714279e1cc1113fbf86fab660	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0302	restore_sudo_command_paths_module	18589	18617	03977d42c65853ab3d98a0379556df775274b09b40373b11fb7edb4feea71f4e	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0303	restore_user_cron_permissions_module	18618	18646	20e057d664c5d0cd6c6cf11d5ceac9959f753a0d9cfde8126fbf6978ea3d1991	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0304	restore_grub_kernel_params_module	18647	18651	e53d37ba2554c8dbc1250831091bfe6591a8729678f029cf450d624bda360489	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0305	check_unattended_upgrades_module	18652	18663	420655080dba9133af5631debac98dfe84dee56a89a3431effe665208dea252c	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0306	run_mode_step	18664	18684	b19d64ca5599e238a90d5efa78f6e1aadef9d3d162167253c0b8325f8b62a189	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0307	run_apply_mode	18685	18795	f493d471abf42a93512f72ae12d2360d4fcc977190775f0772f8d7f9046e3e18	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0308	run_restore_mode	18796	18892	415a9b966fc152174dc42003cc0bc2acf770907ee8366ba5405a0892dbafa779	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0309	run_report_mode	18893	18909	e22284fba2af12232daa60b27bb46dad8b0838101fab37af95151540b3c3a8cc	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0310	main	18910	18928	72face52daee423339636b8ff05396a4bb43fcdec9b27a8f27a0aae78e11937c	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
